country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Japan,280.3,29.2,51,44642,2,2756,10,13772,5,6760,8195,2011,8
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,8
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,8
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,8
Korea Ro (South),141.9,32.2,21,18785,5,5800,6,8400,0,0,3586,2011,8
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2011,8
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,8
Mexico,5.6,3.6,2,1600,0,0,0,0,2,2000,247,2011,8
Netherlands,3.75,3.4,1,485,0,0,0,0,1,1000,107,2011,8
Pakistan,2.6,2.6,3,725,1,340,1,340,2,2000,68,2011,8
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,8
Romania,10.7,19.5,2,1310,0,0,2,1310,1,655,175,2011,8
Russia,159.4,17.1,32,23084,10,8960,14,16000,30,28000,3757,2011,8
Slovakia,13.5,51.8,4,1816,2,880,0,0,1,1200,267,2011,8
Slovenia,5.4,37.3,1,696,0,0,0,0,1,1000,145,2011,8
South Africa,12.9,5.2,2,1800,0,0,0,0,6,9600,321,2011,8
Spain,59.3,20.1,8,7448,0,0,0,0,0,0,1458,2011,8
Sweden,55.7,38.1,10,9399,0,0,0,0,0,0,1537,2011,8
Switzerland,25.3,38,5,3252,0,0,0,0,3,4000,557,2011,8
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,8
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,8
Ukraine,83.95,48.1,15,13168,0,0,2,1900,20,22800,2037,2011,8
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,8
United Kingdom,56.9,15.7,18,10745,0,0,4,6680,9,12000,2235,2011,8
Usa,807.1,19.6,104,101421,1,1218,6,7200,28,38600,19427,2011,8
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,8
World,2630,13.8,440,376511,62,64034,154,172095,342,389655,68971,2011,8
Argentina,6.7,5.9,2,935,1,745,2,773,1,740,208,2011,7
Armenia,2.3,39.4,1,376,0,0,1,1060,NA,NA,56,2011,7
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2011,7
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,7
Belgium,45.7,51.2,7,5943,0,0,0,0,0,0,1052,2011,7
Brazil,13.9,3.1,2,1901,1,1405,0,0,4,4000,311,2011,7
Bulgaria,14.2,33.1,2,1906,0,0,2,1900,0,0,275,2011,7
Canada,85.5,15.1,18,12679,2,1500,3,3300,3,3800,1884,2011,7
Chile,0,0,0,0,0,0,0,0,4,4400,0,2011,7
China,71,1.8,14,11271,26,28710,52,59990,120,123000,4402,2011,7
Czech Republic,26.4,33.2,6,3722,0,0,2,2400,1,1200,680,2011,7
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,7
Finland,21.9,28.4,4,2741,1,1700,0,0,2,3000,468,2011,7
France,410.1,74.1,58,63130,1,1720,1,1720,1,1100,9221,2011,7
Germany,133,28.4,17,20339,0,0,0,0,0,0,3453,2011,7
Hungary,14.7,42.1,4,1880,0,0,0,0,2,2200,295,2011,7
India,20.5,2.9,20,4385,5,3900,18,15700,40,49000,1053,2011,7
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,7
Iran,0,0,0,0,1,1000,2,2000,1,300,150,2011,7
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,7
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,7
Japan,280.3,29.2,51,44642,2,2756,10,13772,5,6760,8195,2011,7
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,7
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,7
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,7
Korea Ro (South),141.9,32.2,21,18716,5,5800,6,8400,0,0,3586,2011,7
Lithuania,0,0,0,0,0,0,0,0,1,1700,0,2011,7
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,7
Mexico,5.6,3.6,2,1600,0,0,0,0,2,2000,247,2011,7
Netherlands,3.75,3.4,1,485,0,0,0,0,1,1000,107,2011,7
Pakistan,2.6,2.6,3,725,1,340,1,340,2,2000,68,2011,7
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,7
Romania,10.7,19.5,2,1310,0,0,2,1310,1,655,175,2011,7
Russia,159.4,17.1,32,23084,10,8960,14,16000,30,28000,3757,2011,7
Slovakia,13.5,51.8,4,1816,2,880,0,0,1,1200,267,2011,7
Slovenia,5.4,37.3,1,696,0,0,0,0,1,1000,145,2011,7
South Africa,12.9,5.2,2,1800,0,0,0,0,6,9600,321,2011,7
Spain,59.3,20.1,8,7448,0,0,0,0,0,0,1458,2011,7
Sweden,55.7,38.1,10,9399,0,0,0,0,0,0,1537,2011,7
Switzerland,25.3,38,5,3252,0,0,0,0,3,4000,557,2011,7
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,7
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,7
Ukraine,83.95,48.1,15,13168,0,0,2,1900,20,22800,2037,2011,7
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,7
United Kingdom,56.9,15.7,18,10745,0,0,4,6680,9,12000,2235,2011,7
Usa,807.1,19.6,104,101421,1,1218,6,7200,28,38600,19427,2011,7
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,7
World,2630,13.8,440,376442,61,63334,154,171445,343,391355,68971,2011,7
Argentina,6.7,5.9,2,935,1,745,2,773,1,740,208,2011,6
Armenia,2.3,39.4,1,376,0,0,1,1060,NA,NA,56,2011,6
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2011,6
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,6
Belgium,45.7,51.2,7,5943,0,0,0,0,0,0,1052,2011,6
Brazil,13.9,3.1,2,1901,1,1405,0,0,4,4000,311,2011,6
Bulgaria,14.2,33.1,2,1906,0,0,2,1900,0,0,275,2011,6
Canada,85.5,15.1,18,12679,2,1500,3,3300,3,3800,1884,2011,6
Chile,0,0,0,0,0,0,0,0,4,4400,0,2011,6
China,71,1.8,14,11271,26,28710,52,59990,115,116000,4402,2011,6
Czech Republic,26.4,33.2,6,3722,0,0,2,2400,1,1200,680,2011,6
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,6
Finland,21.9,28.4,4,2721,1,1700,0,0,2,3000,468,2011,6
France,410.1,74.1,58,63130,1,1720,1,1720,1,1100,9221,2011,6
Germany,133,28.4,17,20339,0,0,0,0,0,0,3453,2011,6
Hungary,14.7,42.1,4,1880,0,0,0,0,2,2200,295,2011,6
India,20.5,2.9,20,4385,5,3900,18,15700,40,49000,1053,2011,6
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,6
Iran,0,0,0,0,1,1000,2,2000,1,300,150,2011,6
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,6
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,6
Japan,280.3,29.2,51,44642,2,2756,10,13772,5,6760,8195,2011,6
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,6
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,6
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,6
Korea Ro (South),141.9,32.2,21,18716,5,5800,6,8400,0,0,3586,2011,6
Lithuania,0,0,0,0,0,0,0,0,1,1700,0,2011,6
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,6
Mexico,5.6,3.6,2,1600,0,0,0,0,2,2000,247,2011,6
Netherlands,3.75,3.4,1,485,0,0,0,0,1,1000,107,2011,6
Pakistan,2.6,2.6,3,725,0,0,2,680,2,2000,68,2011,6
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,6
Romania,10.7,19.5,2,1310,0,0,2,1310,1,655,175,2011,6
Russia,159.4,17.1,32,23084,10,8960,14,16000,30,28000,3757,2011,6
Slovakia,13.5,51.8,4,1816,2,880,0,0,1,1200,267,2011,6
Slovenia,5.4,37.3,1,696,0,0,0,0,1,1000,145,2011,6
South Africa,12.9,5.2,2,1800,0,0,0,0,6,9600,321,2011,6
Spain,59.3,20.1,8,7448,0,0,0,0,0,0,1458,2011,6
Sweden,55.7,38.1,10,9399,0,0,0,0,0,0,1537,2011,6
Switzerland,25.3,38,5,3252,0,0,0,0,3,4000,557,2011,6
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,6
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,6
Ukraine,83.95,48.1,15,13168,0,0,2,1900,20,22800,2037,2011,6
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,6
United Kingdom,56.9,15.7,19,10962,0,0,4,6680,9,12000,2235,2011,6
Usa,807.1,19.6,104,101229,1,1218,6,7200,28,38600,19427,2011,6
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,6
World,2630,13.8,441,376447,60,62994,155,171785,338,384355,68971,2011,6
Argentina,7.6,7,2,935,1,745,2,773,1,740,208,2011,4
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,56,2011,4
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2011,4
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,4
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2011,4
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2011,4
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,275,2011,4
Canada,85.3,14.8,18,12679,2,1500,3,3300,3,3800,1884,2011,4
Chile,0,0,0,0,0,0,0,0,4,4400,0,2011,4
China,65.7,1.9,13,10234,27,29790,50,57830,110,108000,4402,2011,4
Czech Republic,25.7,33.8,6,3722,0,0,2,2400,1,1200,680,2011,4
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,4
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,468,2011,4
France,391.7,75.2,58,63130,1,1720,1,1720,1,1100,9221,2011,4
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2011,4
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2011,4
India,14.8,2.2,20,4385,5,3900,18,15700,40,49000,1053,2011,4
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,4
Iran,0,0,0,0,1,1000,2,2000,1,300,150,2011,4
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,4
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,4
Japan,263.1,28.9,51,44642,2,2756,12,16532,3,4000,8195,2011,4
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,4
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,4
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,4
Korea Ro (South),141.1,34.8,21,18716,5,5800,6,8400,0,0,3586,2011,4
Lithuania,10,76.2,0,0,0,0,0,0,1,1700,0,2011,4
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,4
Mexico,10.1,4.8,2,1600,0,0,0,0,2,2000,247,2011,4
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2011,4
Pakistan,2.6,2.7,3,725,0,0,2,600,2,2000,68,2011,4
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,4
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2011,4
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,3757,2011,4
Slovakia,13.1,53.5,4,1816,2,880,0,0,1,1200,267,2011,4
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2011,4
South Africa,11.6,4.8,2,1800,0,0,0,0,6,9600,321,2011,4
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2011,4
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2011,4
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2011,4
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,4
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,4
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,22800,2037,2011,4
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,4
United Kingdom,62.9,17.9,19,10962,0,0,4,6680,9,12000,2235,2011,4
Usa,798.7,20.2,104,101229,1,1218,9,11662,23,34000,19427,2011,4
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,4
World,2560,13.8,440,375410,61,64074,158,176767,326,368995,68971,2011,4
Argentina,7.6,7,2,935,1,745,2,773,1,740,208,2011,3
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,56,2011,3
Bangladesh,0,0,0,0,0,0,2,2000,0,0,0,2011,3
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,3
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2011,3
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2011,3
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,275,2011,3
Canada,85.3,14.8,18,12679,2,1500,3,3300,3,3800,1884,2011,3
Chile,0,0,0,0,0,0,0,0,4,4400,0,2011,3
China,65.7,1.9,13,10234,27,29790,50,57830,110,108000,4402,2011,3
Czech Republic,25.7,33.8,6,3722,0,0,2,2400,1,1200,680,2011,3
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,3
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,468,2011,3
France,391.7,75.2,58,63130,1,1720,1,1720,1,1100,9221,2011,3
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2011,3
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2011,3
India,14.8,2.2,20,4385,5,3900,18,15700,40,49000,1053,2011,3
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,3
Iran,0,0,0,0,1,1000,2,2000,1,300,150,2011,3
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,3
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,3
Japan,263.1,28.9,55,47348,2,2756,12,16538,1,1300,8195,2011,3
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,3
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,3
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,3
Korea Ro (South),141.1,34.8,21,18675,5,5800,6,8400,0,0,3586,2011,3
Lithuania,10,76.2,0,0,0,0,0,0,1,1700,0,2011,3
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,3
Mexico,10.1,4.8,2,1600,0,0,0,0,2,2000,247,2011,3
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2011,3
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2011,3
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,3
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2011,3
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,3757,2011,3
Slovakia,13.1,53.5,4,1816,2,880,0,0,1,1200,267,2011,3
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2011,3
South Africa,11.6,4.8,2,1800,0,0,0,0,6,9600,321,2011,3
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2011,3
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2011,3
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2011,3
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,3
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,3
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2037,2011,3
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,3
United Kingdom,62.9,17.9,19,10962,0,0,4,6680,9,12000,2235,2011,3
Usa,798.7,20.2,104,101229,1,1218,9,11662,23,34000,19427,2011,3
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,3
World,2560,14,443,377750,62,64374,158,176773,324,368295,68971,2011,3
Argentina,7.6,7,2,935,1,745,2,773,1,740,208,2011,2
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,56,2011,2
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2011,2
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,2
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2011,2
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2011,2
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,275,2011,2
Canada,85.3,14.8,18,12679,2,1500,3,3300,3,3800,1884,2011,2
China,65.7,1.9,13,10234,27,29790,50,57830,110,108000,4402,2011,2
Czech Republic,25.7,33.8,6,3722,0,0,2,2400,1,1200,680,2011,2
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,2
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,468,2011,2
France,391.7,75.2,58,63130,1,1720,1,1720,1,1720,9221,2011,2
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2011,2
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2011,2
India,14.8,2.2,20,4385,5,3900,18,15700,40,49000,1053,2011,2
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,2
Iran,0,0,0,0,1,1000,2,2000,1,300,150,2011,2
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,2
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,2
Japan,263.1,28.9,55,47348,2,2756,12,16538,1,1300,8195,2011,2
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,2
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,2
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,2
Korea Ro (South),141.1,34.8,21,18675,5,5800,6,8400,0,0,3586,2011,2
Lithuania,10,76.2,0,0,0,0,0,0,1,1700,0,2011,2
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,2
Mexico,10.1,4.8,2,1600,0,0,0,0,2,2000,247,2011,2
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2011,2
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2011,2
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,2
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2011,2
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,3757,2011,2
Slovakia,13.1,53.5,4,1816,2,880,0,0,1,1200,267,2011,2
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2011,2
South Africa,11.6,4.8,2,1800,0,0,0,0,6,9600,321,2011,2
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2011,2
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2011,2
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2011,2
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,2
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,2
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2037,2011,2
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,2
United Kingdom,62.9,17.9,19,10962,0,0,4,6680,9,12000,2235,2011,2
Usa,798.7,20.2,104,101229,1,1218,9,11662,23,34000,19427,2011,2
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,2
World,2560,14,443,377750,62,64374,156,174773,322,366515,68971,2011,2
Argentina,7.6,7,2,935,1,745,2,773,1,740,123,2011,1
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,55,2011,1
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2011,1
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2011,1
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2011,1
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2011,1
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,272,2011,1
Canada,85.3,14.8,18,12679,2,1500,3,3300,3,3800,1675,2011,1
China,65.7,1.9,13,10234,27,29790,50,57830,110,108000,2875,2011,1
Czech Republic,25.7,33.8,6,3686,0,0,2,2400,1,1200,678,2011,1
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2011,1
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,1149,2011,1
France,391.7,75.2,58,63130,1,1720,1,1720,1,1720,10153,2011,1
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2011,1
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2011,1
India,14.8,2.2,19,4183,6,4120,18,15700,40,49000,908,2011,1
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2011,1
Iran,0,0,0,0,1,1000,2,2000,1,300,148,2011,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2011,1
Italy,0,0,0,0,0,0,0,0,10,17000,0,2011,1
Japan,263.1,28.9,55,47348,2,2756,12,16538,1,1300,8003,2011,1
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2011,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2011,1
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2011,1
Korea Ro (South),141.1,34.8,21,18675,5,5800,6,8400,0,0,3804,2011,1
Lithuania,10,76.2,0,0,0,0,0,0,1,1700,0,2011,1
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2011,1
Mexico,10.1,4.8,2,1310,0,0,0,0,2,2000,253,2011,1
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2011,1
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2011,1
Poland,0,0,0,0,0,0,6,6000,0,0,0,2011,1
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2011,1
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,4135,2011,1
Slovakia,13.1,53.5,4,1816,2,880,0,0,1,1200,269,2011,1
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2011,1
South Africa,11.6,4.8,2,1800,0,0,0,0,6,9600,321,2011,1
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2011,1
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2011,1
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2011,1
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2011,1
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2011,1
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2031,2011,1
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2011,1
United Kingdom,62.9,17.9,19,10962,0,0,4,6680,9,12000,2235,2011,1
Usa,798.7,20.2,104,101229,1,1218,9,11662,23,34000,19538,2011,1
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2011,1
World,2560,14,442,377222,63,64576,156,174773,322,366515,68646,2011,1
Argentina,7.6,7,2,935,1,745,2,773,1,740,123,2010,12
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,55,2010,12
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,12
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,12
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2010,12
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2010,12
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,272,2010,12
Canada,85.3,14.8,18,12679,2,1500,3,3300,3,3800,1675,2010,12
China,65.7,1.9,13,10234,26,28710,37,41460,120,120000,2875,2010,12
Czech Republic,25.7,33.8,6,3686,0,0,2,2400,1,1200,678,2010,12
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,12
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,1149,2010,12
France,391.7,75.2,58,63130,1,1720,1,1720,1,1720,10153,2010,12
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2010,12
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2010,12
India,14.8,2.2,19,4183,6,4120,18,15700,40,49000,908,2010,12
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,12
Iran,0,0,0,0,1,1000,2,2000,1,300,148,2010,12
Israel,0,0,0,0,0,0,0,0,1,1200,0,2010,12
Italy,0,0,0,0,0,0,0,0,10,17000,0,2010,12
Japan,263.1,28.9,55,47348,2,2756,12,16538,1,1300,8003,2010,12
Jordan,0,0,0,0,0,0,1,1000,NA,NA,0,2010,12
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2010,12
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2010,12
Korea Ro (South),141.1,34.8,21,18675,5,5800,6,8400,0,0,3804,2010,12
Lithuania,10,76.2,0,0,0,0,0,0,1,1700,0,2010,12
Malaysia,0,0,0,0,0,0,0,0,1,1200,0,2010,12
Mexico,10.1,4.8,2,1310,0,0,0,0,2,2000,253,2010,12
Netherlands,4,3.7,1,485,0,0,0,0,1,1000,107,2010,12
Pakistan,2.6,2.7,2,400,1,300,2,600,2,2000,68,2010,12
Poland,0,0,0,0,0,0,6,6000,0,0,0,2010,12
Romania,10.8,20.6,2,1310,0,0,2,1310,1,655,175,2010,12
Russia,152.8,17.8,32,23084,10,8960,14,16000,30,28000,4135,2010,12
Slovakia,13.1,53.5,4,1816,2,880,0,0,1,1200,269,2010,12
Slovenia,5.5,37.9,1,696,0,0,0,0,1,1000,145,2010,12
South Africa,11.6,4.8,2,1800,0,0,0,0,6,9600,321,2010,12
Spain,50.6,17.5,8,7448,0,0,0,0,0,0,1458,2010,12
Sweden,50,34.7,10,9399,0,0,0,0,0,0,1537,2010,12
Switzerland,26.3,39.5,5,3252,0,0,0,0,3,4000,557,2010,12
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2010,12
Turkey,0,0,0,0,0,0,4,4800,4,5600,0,2010,12
Ukraine,77.9,48.6,15,13168,0,0,2,1900,20,27000,2031,2010,12
Uae,0,0,0,0,0,0,4,5600,10,14400,0,2010,12
United Kingdom,62.9,17.9,19,10962,0,0,4,6680,9,12000,2235,2010,12
Usa,798.7,20.2,104,101229,1,1218,9,11662,22,32000,19538,2010,12
Vietnam,0,0,0,0,0,0,2,2000,12,13000,0,2010,12
World,2560,14,442,377222,62,63496,143,158403,331,376425,68646,2010,12
Argentina,7.6,7,2,935,1,745,2,773,1,740,123,2010,11
Armenia,2.3,45,1,376,0,0,1,1060,NA,NA,55,2010,11
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2010,11
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2010,11
Belgium,45,51.7,7,5943,0,0,0,0,0,0,1052,2010,11
Brazil,12.2,3,2,1901,1,1405,0,0,4,4000,311,2010,11
Bulgaria,14.2,35.9,2,1906,0,0,2,1900,0,0,272,2010,11
Canada,85.3,14.8,18,12679,2,1600,4,4400,3,3800,1675,2010,11
China,65.7,1.9,13,10234,23,25900,39,44270,120,120000,2875,2010,11
Czech Republic,25.7,33.8,6,3686,0,0,2,2400,1,1200,678,2010,11
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2010,11
Finland,22.6,32.9,4,2721,1,1700,0,0,2,3000,1149,2010,11
France,391.7,75.2,58,63130,1,1720,1,1720,1,1720,10153,2010,11
Germany,127.7,26.1,17,20339,0,0,0,0,0,0,3453,2010,11
Hungary,14.3,43,4,1880,0,0,0,0,2,2200,295,2010,11
India,14.8,2.2,19,4183,4,2720,20,17100,40,49000,908,2010,11
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2010,11
Iran,0,0,0,0,1,1000,2,2000,1,300,148,2010,11
