Bar0,8.8
Bar1,11.2
Bar2,16.8
Bar3,25.6
Bar4,38.7
Bar5,45.0
Bar6,51.5
Bar7,62.6
Bar8,66.9
Bar9,89.6
Bar10,125.4
Bar11,107.2
Bar12,146.8
Bar13,100.1
