"International_data"
"https://www.eia.gov/beta/international/data/browser/#/?pa=0000000000000000000007vo70000fvu&c=00000000000000200000000000000000000000000000000001&tl_id=2-A&vs=INTL.2-7-EURO-MK.A&cy=2016&vo=0&v=H&end=2017"
"Fri Jul 05 2019 08:04:02 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
,,,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"","Electricity",""
"","Capacity",""
"","Capacity","Million Kw"
"","Europe","Million Kw",545.223,560.691,578.861,591.518,617.038,637.217,653.169,672.573,682.639,691.235,569.795,666.844,689.351,699.601,701.773,708.326,719.492,729.111,733.063,744.6042,780.9251,789.2509,803.5203,824.9367,835.9696,852.2848,872.4278,892.7268,915.6903,944.7528,993.3584,1026.0693,1066.6859,1083.3757,1105.8793,1121.5198,1135.2757,-
"","World","Million Kw",1979.12508,2067.57572,2142.482705,2212.113389,2308.137859,2393.526209,2465.600125,2536.568145,2605.095317,2686.37705,2620.13402,2410.907306,2831.887544,2900.711662,2970.337643,3023.589055,3100.745509,3165.324839,3217.018311,3287.988908,3455.34785,3557.79624,3696.35909,3844.76811,3972.138785,4111.11601,4303.91087,4475.29632,4639.35006,4834.8287,5072.33583,5297.638271,5525.768795,5747.0695,5993.8414,6257.6079,6508.1832,-
"","Nuclear","Million Kw"
"","Europe","Million Kw",47.486,58.498,62.339,72.437,86.92,98.879,110.418,117.41,125.266,125.456,103.913,126.724,128.562,130.086,129.009,130.404,132.751,135.657,135.187,136.742,137.576,137.573,138.364,137.048,136.939,135.915,134.785,133.953,133.563,133.862,134.175,125.784,125.225,124.987,125.183,123.643,123.748,-
"","World","Million Kw",134.95,156.315,170.216,189.807,221.19,252.99,277.877,299.337,311.618,320.14661,303.80958,289.89588,329.30038,336.28508,339.39025,342.49386,349.23339,349.31564,346.21868,348.94861,351.483,354.507,359.873,361.918,366.573,370.186,371.672,371.621,371.626,370.9347,375.2204,368.7118,372.617,371.9533,333.7583,343.215,352.8238,-
"","Renewables",""
"","Renewables","Million Kw"
"","Europe","Million Kw",129.943,131.175,135.848,137.877,136.508,138.002,140.545,143.042,145.803,145.659,131.364,135.32,144.034,144.968,146.412,148.164,148.84,150.345,150.641,153.1502,176.1221,182.8029,194.2123,201.5717,207.6496,220.1558,234.0578,246.2918,264.4413,286.9928,314.9684,354.1003,391.8669,418.3887,440.5473,468.6928,494.3077,-
"","World","Million Kw",455.69773,470.73573,487.51173,499.99273,515.21473,531.51817,545.19855,561.57927,575.27674,565.436094,557.976086,504.977846,586.229486,598.753121,612.608335,624.174934,633.943622,648.381369,658.040344,674.616268,743.98517,762.68792,786.65584,817.07381,844.62069,879.10978,924.66424,973.71822,1039.44986,1120.06947,1202.76983,1303.98026,1412.67939,1535.2431,1670.6708,1823.3658,1984.7733,-
"","Hydroelectricity","Million Kw"
"","Europe","Million Kw",136.143,137.425,141.734,143.763,142.894,144.738,147.631,150.428,153.428,153.345,138.75,135.32,144.034,144.968,146.412,148.164,148.84,150.345,150.641,153.1502,153.827,154.202,158.627,159.232,156.8734,157.866,158.708,160.732,161.96,163.547,165.685,168.077,171.389,175.862,177.178,181.036,183.824,-
"","World","Million Kw",461.89773,476.98573,493.39773,505.87873,521.60073,538.25417,552.28455,568.96527,582.90174,573.122094,565.362086,504.977846,586.229486,598.753121,612.608335,624.174934,633.943622,648.381369,658.040344,674.616268,686.67667,696.42892,711.12314,730.58001,745.68529,759.91668,783.49763,809.0002,838.3749,869.3791,898.43481,923.69536,951.47039,995.372,1031.7413,1064.0452,1092.0159,-
"","Non-Hydroelectric Renewables",""
"","Non-Hydroelectric Renewables","Million Kw"
