category,unit,type,year,country,value
Fossil Fuels,Million Kw,Capacity,1994,Other,839.3744799999998
Fossil Fuels,Million Kw,Capacity,1995,Other,853.5674800000002
Fossil Fuels,Million Kw,Capacity,1996,Other,881.7515800000001
Fossil Fuels,Million Kw,Capacity,1997,Other,911.9743800000008
Fossil Fuels,Million Kw,Capacity,1998,Other,933.69318
Fossil Fuels,Million Kw,Capacity,1999,Other,954.2066800000008
Fossil Fuels,Million Kw,Capacity,2000,Other,995.2946799999997
Fossil Fuels,Million Kw,Capacity,2001,Other,1020.7133199999998
Fossil Fuels,Million Kw,Capacity,2002,Other,1058.71325
Fossil Fuels,Million Kw,Capacity,2003,Other,1093.2473000000005
Fossil Fuels,Million Kw,Capacity,2004,Other,1128.415095
Fossil Fuels,Million Kw,Capacity,2005,Other,1149.3052300000002
Fossil Fuels,Million Kw,Capacity,2006,Other,1186.8026299999997
Fossil Fuels,Million Kw,Capacity,2007,Other,1223.3401000000003
Fossil Fuels,Million Kw,Capacity,2008,Other,1261.5192
Fossil Fuels,Million Kw,Capacity,2009,Other,1312.4143300000005
Fossil Fuels,Million Kw,Capacity,2010,Other,1373.542
Fossil Fuels,Million Kw,Capacity,2011,Other,1435.8672110000005
Fossil Fuels,Million Kw,Capacity,2012,Other,1499.241505
Fossil Fuels,Million Kw,Capacity,2013,Other,1562.9160000000002
Fossil Fuels,Million Kw,Capacity,2014,Other,1657.258
Fossil Fuels,Million Kw,Capacity,2015,Other,1717.1959999999995
Fossil Fuels,Million Kw,Capacity,2016,Other,1747.5689999999995
Fossil Fuels,Million Kw,Capacity,2017,Other,0
Geothermal,Billion Kwh,Generation,1980,Other,5.542999999999998
Geothermal,Billion Kwh,Generation,1981,Other,6.261999999999997
Geothermal,Billion Kwh,Generation,1982,Other,8.019
Geothermal,Billion Kwh,Generation,1983,Other,8.937999999999999
Geothermal,Billion Kwh,Generation,1984,Other,9.597
Geothermal,Billion Kwh,Generation,1985,Other,10.234999999999996
Geothermal,Billion Kwh,Generation,1986,Other,11.679000000000007
Geothermal,Billion Kwh,Generation,1987,Other,12.776
Geothermal,Billion Kwh,Generation,1988,Other,13.672
Geothermal,Billion Kwh,Generation,1989,Other,14.956999999999994
Geothermal,Billion Kwh,Generation,1990,Other,16.779000000000003
Geothermal,Billion Kwh,Generation,1991,Other,17.54399999999999
Geothermal,Billion Kwh,Generation,1992,Other,18.294999999999998
Geothermal,Billion Kwh,Generation,1993,Other,18.379000000000005
Geothermal,Billion Kwh,Generation,1994,Other,19.702
Geothermal,Billion Kwh,Generation,1995,Other,21.020000000000007
Geothermal,Billion Kwh,Generation,1996,Other,22.11999999999999
Geothermal,Billion Kwh,Generation,1997,Other,22.98700000000001
Geothermal,Billion Kwh,Generation,1998,Other,24.920000000000012
Geothermal,Billion Kwh,Generation,1999,Other,27.355999999999995
Geothermal,Billion Kwh,Generation,2000,Other,31.286000000000012
Geothermal,Billion Kwh,Generation,2001,Other,31.2711
Geothermal,Billion Kwh,Generation,2002,Other,31.164
Geothermal,Billion Kwh,Generation,2003,Other,32.312000000000005
Geothermal,Billion Kwh,Generation,2004,Other,33.939
Geothermal,Billion Kwh,Generation,2005,Other,34.635000000000005
Geothermal,Billion Kwh,Generation,2006,Other,34.962999999999994
Geothermal,Billion Kwh,Generation,2007,Other,36.37200000000001
Geothermal,Billion Kwh,Generation,2008,Other,38.467
Geothermal,Billion Kwh,Generation,2009,Other,39.832
Geothermal,Billion Kwh,Generation,2010,Other,39.277000000000015
Geothermal,Billion Kwh,Generation,2011,Other,39.56399999999999
Geothermal,Billion Kwh,Generation,2012,Other,39.174099999999996
Geothermal,Billion Kwh,Generation,2013,Other,39.62110000000002
Geothermal,Billion Kwh,Generation,2014,Other,43.82609999999999
Geothermal,Billion Kwh,Generation,2015,Other,45.6471
Geothermal,Billion Kwh,Generation,2016,Other,45.85409999999999
Geothermal,Billion Kwh,Generation,2017,Other,0
Geothermal,Million Kw,Capacity,1980,Other,0
Geothermal,Million Kw,Capacity,1981,Other,0
Geothermal,Million Kw,Capacity,1982,Other,0
Geothermal,Million Kw,Capacity,1983,Other,0
Geothermal,Million Kw,Capacity,1984,Other,0
Geothermal,Million Kw,Capacity,1985,Other,0
Geothermal,Million Kw,Capacity,1986,Other,0
Geothermal,Million Kw,Capacity,1987,Other,0
Geothermal,Million Kw,Capacity,1988,Other,0
Geothermal,Million Kw,Capacity,1989,Other,0
Geothermal,Million Kw,Capacity,1990,Other,0
Geothermal,Million Kw,Capacity,1991,Other,0
Geothermal,Million Kw,Capacity,1992,Other,0
Geothermal,Million Kw,Capacity,1993,Other,0
Geothermal,Million Kw,Capacity,1994,Other,0
Geothermal,Million Kw,Capacity,1995,Other,0
Geothermal,Million Kw,Capacity,1996,Other,0
Geothermal,Million Kw,Capacity,1997,Other,0
Geothermal,Million Kw,Capacity,1998,Other,0
Geothermal,Million Kw,Capacity,1999,Other,0
Geothermal,Million Kw,Capacity,2000,Other,4.709800000000001
Geothermal,Million Kw,Capacity,2001,Other,5.0708
Geothermal,Million Kw,Capacity,2002,Other,4.9887999999999995
Geothermal,Million Kw,Capacity,2003,Other,5.200799999999999
Geothermal,Million Kw,Capacity,2004,Other,5.2293
Geothermal,Million Kw,Capacity,2005,Other,5.4253
Geothermal,Million Kw,Capacity,2006,Other,5.422300000000001
Geothermal,Million Kw,Capacity,2007,Other,5.619400000000001
Geothermal,Million Kw,Capacity,2008,Other,5.836400000000002
Geothermal,Million Kw,Capacity,2009,Other,6.100000000000001
Geothermal,Million Kw,Capacity,2010,Other,6.252000000000001
Geothermal,Million Kw,Capacity,2011,Other,6.0511
Geothermal,Million Kw,Capacity,2012,Other,6.2651
Geothermal,Million Kw,Capacity,2013,Other,6.389400000000001
Geothermal,Million Kw,Capacity,2014,Other,6.981999999999999
Geothermal,Million Kw,Capacity,2015,Other,7.176600000000003
Geothermal,Million Kw,Capacity,2016,Other,7.4106
Geothermal,Million Kw,Capacity,2017,Other,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1980,Other,-2.918
Hydroelectric Pumped Storage,Billion Kwh,Generation,1981,Other,-3.513000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1982,Other,-1.226
Hydroelectric Pumped Storage,Billion Kwh,Generation,1983,Other,-1.2659999999999982
Hydroelectric Pumped Storage,Billion Kwh,Generation,1984,Other,-2.1350000000000016
Hydroelectric Pumped Storage,Billion Kwh,Generation,1985,Other,-2.9030000000000005
Hydroelectric Pumped Storage,Billion Kwh,Generation,1986,Other,-4.302999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1987,Other,-6.449999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1988,Other,-6.718
Hydroelectric Pumped Storage,Billion Kwh,Generation,1989,Other,-5.655000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1990,Other,-6.776999999999997
Hydroelectric Pumped Storage,Billion Kwh,Generation,1991,Other,-6.5120000000000005
Hydroelectric Pumped Storage,Billion Kwh,Generation,1992,Other,-5.823999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,1993,Other,-7.794999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,1994,Other,-8.110999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1995,Other,-8.961999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,1996,Other,-10.200000000000003
Hydroelectric Pumped Storage,Billion Kwh,Generation,1997,Other,-10.721000000000004
Hydroelectric Pumped Storage,Billion Kwh,Generation,1998,Other,-9.707999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,1999,Other,-8.248000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2000,Other,-7.764000000000004
Hydroelectric Pumped Storage,Billion Kwh,Generation,2001,Other,-8.190999999999994
Hydroelectric Pumped Storage,Billion Kwh,Generation,2002,Other,-7.609000000000011
Hydroelectric Pumped Storage,Billion Kwh,Generation,2003,Other,-6.177000000000005
Hydroelectric Pumped Storage,Billion Kwh,Generation,2004,Other,-5.925999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,2005,Other,-8.062000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2006,Other,-7.681999999999996
Hydroelectric Pumped Storage,Billion Kwh,Generation,2007,Other,-8.229000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2008,Other,-6.576
Hydroelectric Pumped Storage,Billion Kwh,Generation,2009,Other,-6.4490000000000025
Hydroelectric Pumped Storage,Billion Kwh,Generation,2010,Other,-6.887999999999996
Hydroelectric Pumped Storage,Billion Kwh,Generation,2011,Other,-7.1419999999999995
Hydroelectric Pumped Storage,Billion Kwh,Generation,2012,Other,-7.106000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2013,Other,-6.873
Hydroelectric Pumped Storage,Billion Kwh,Generation,2014,Other,-6.704999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,2015,Other,-6.552000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,2016,Other,-7.4849999999999985
Hydroelectric Pumped Storage,Billion Kwh,Generation,2017,Other,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1980,Other,12.212000000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,1981,Other,14.307
Hydroelectric Pumped Storage,Million Kw,Capacity,1982,Other,14.306999999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,1983,Other,16.003
Hydroelectric Pumped Storage,Million Kw,Capacity,1984,Other,17.102999999999998
Hydroelectric Pumped Storage,Million Kw,Capacity,1985,Other,17.583000000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,1986,Other,18.557
Hydroelectric Pumped Storage,Million Kw,Capacity,1987,Other,20.155000000000005
Hydroelectric Pumped Storage,Million Kw,Capacity,1988,Other,21.155
Hydroelectric Pumped Storage,Million Kw,Capacity,1989,Other,22.245000000000015
Hydroelectric Pumped Storage,Million Kw,Capacity,1990,Other,23.54500000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,1991,Other,24.921999999999993
Hydroelectric Pumped Storage,Million Kw,Capacity,1992,Other,25.242000000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,1993,Other,26.862000000000005
Hydroelectric Pumped Storage,Million Kw,Capacity,1994,Other,31.38399999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,1995,Other,33.66799999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,1996,Other,34.743
Hydroelectric Pumped Storage,Million Kw,Capacity,1997,Other,34.742999999999995
Hydroelectric Pumped Storage,Million Kw,Capacity,1998,Other,36.01300000000001
Hydroelectric Pumped Storage,Million Kw,Capacity,1999,Other,36.413000000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,2000,Other,36.41300000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,2001,Other,38.443
Hydroelectric Pumped Storage,Million Kw,Capacity,2002,Other,39.73399999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,2003,Other,39.73400000000001
Hydroelectric Pumped Storage,Million Kw,Capacity,2004,Other,40.45599999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,2005,Other,40.925999999999995
Hydroelectric Pumped Storage,Million Kw,Capacity,2006,Other,43.87299999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,2007,Other,44.789000000000016
Hydroelectric Pumped Storage,Million Kw,Capacity,2008,Other,45.489000000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,2009,Other,45.78300000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2010,Other,45.934000000000005
Hydroelectric Pumped Storage,Million Kw,Capacity,2011,Other,47.634000000000015
Hydroelectric Pumped Storage,Million Kw,Capacity,2012,Other,48.101000000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2013,Other,48.621
Hydroelectric Pumped Storage,Million Kw,Capacity,2014,Other,49.486
Hydroelectric Pumped Storage,Million Kw,Capacity,2015,Other,50.36599999999999
Hydroelectric Pumped Storage,Million Kw,Capacity,2016,Other,52.04600000000002
Hydroelectric Pumped Storage,Million Kw,Capacity,2017,Other,0
Hydroelectricity,Billion Kwh,Generation,1980,Other,928.0619999999999
Hydroelectricity,Billion Kwh,Generation,1981,Other,953.918
Hydroelectricity,Billion Kwh,Generation,1982,Other,944.2890000000003
Hydroelectricity,Billion Kwh,Generation,1983,Other,977.4570000000003
Hydroelectricity,Billion Kwh,Generation,1984,Other,1042.4089999999999
Hydroelectricity,Billion Kwh,Generation,1985,Other,1099.472
Hydroelectricity,Billion Kwh,Generation,1986,Other,1144.6200000000001
Hydroelectricity,Billion Kwh,Generation,1987,Other,1152.9999999999998
Hydroelectricity,Billion Kwh,Generation,1988,Other,1203.9090000000003
Hydroelectricity,Billion Kwh,Generation,1989,Other,1205.355000000001
Hydroelectricity,Billion Kwh,Generation,1990,Other,1252.0293350000002
Hydroelectricity,Billion Kwh,Generation,1991,Other,1294.8140569999998
Hydroelectricity,Billion Kwh,Generation,1992,Other,1298.6641150000007
Hydroelectricity,Billion Kwh,Generation,1993,Other,1360.6283990000004
Hydroelectricity,Billion Kwh,Generation,1994,Other,1382.9329830000006
Hydroelectricity,Billion Kwh,Generation,1995,Other,1417.0083339999999
Hydroelectricity,Billion Kwh,Generation,1996,Other,1430.4998850000009
Hydroelectricity,Billion Kwh,Generation,1997,Other,1456.1137590000003
Hydroelectricity,Billion Kwh,Generation,1998,Other,1466.4672869999995
Hydroelectricity,Billion Kwh,Generation,1999,Other,1495.9143200000008
Hydroelectricity,Billion Kwh,Generation,2000,Other,1539.20478
Hydroelectricity,Billion Kwh,Generation,2001,Other,1492.2943740000003
Hydroelectricity,Billion Kwh,Generation,2002,Other,1517.9407429999999
Hydroelectricity,Billion Kwh,Generation,2003,Other,1556.8447710000003
Hydroelectricity,Billion Kwh,Generation,2004,Other,1628.2079933912
Hydroelectricity,Billion Kwh,Generation,2005,Other,1701.8835202999994
Hydroelectricity,Billion Kwh,Generation,2006,Other,1757.6558220000004
Hydroelectricity,Billion Kwh,Generation,2007,Other,1786.3041206400003
Hydroelectricity,Billion Kwh,Generation,2008,Other,1782.298117
Hydroelectricity,Billion Kwh,Generation,2009,Other,1790.6646950000002
Hydroelectricity,Billion Kwh,Generation,2010,Other,1827.82594
Hydroelectricity,Billion Kwh,Generation,2011,Other,1930.639
Hydroelectricity,Billion Kwh,Generation,2012,Other,1904.2619999999995
Hydroelectricity,Billion Kwh,Generation,2013,Other,1963.252
Hydroelectricity,Billion Kwh,Generation,2014,Other,1939.4289999999996
Hydroelectricity,Billion Kwh,Generation,2015,Other,1881.2019999999998
Hydroelectricity,Billion Kwh,Generation,2016,Other,1955.8460000000014
Hydroelectricity,Billion Kwh,Generation,2017,Other,0
Hydroelectricity,Million Kw,Capacity,1980,Other,223.73473
Hydroelectricity,Million Kw,Capacity,1981,Other,235.2307299999999
Hydroelectricity,Million Kw,Capacity,1982,Other,245.70373
Hydroelectricity,Million Kw,Capacity,1983,Other,254.05572999999995
Hydroelectricity,Million Kw,Capacity,1984,Other,267.8097300000001
Hydroelectricity,Million Kw,Capacity,1985,Other,278.20117000000005
Hydroelectricity,Million Kw,Capacity,1986,Other,287.8105500000001
Hydroelectricity,Million Kw,Capacity,1987,Other,298.64426999999995
Hydroelectricity,Million Kw,Capacity,1988,Other,306.47574000000003
Hydroelectricity,Million Kw,Capacity,1989,Other,311.08315999999996
Hydroelectricity,Million Kw,Capacity,1990,Other,316.6430399999998
Hydroelectricity,Million Kw,Capacity,1991,Other,255.73753999999994
Hydroelectricity,Million Kw,Capacity,1992,Other,326.78879000000006
Hydroelectricity,Million Kw,Capacity,1993,Other,331.74470999999994
Hydroelectricity,Million Kw,Capacity,1994,Other,339.1804000000001
Hydroelectricity,Million Kw,Capacity,1995,Other,345.3152000000001
Hydroelectricity,Million Kw,Capacity,1996,Other,353.07919999999984
Hydroelectricity,Million Kw,Capacity,1997,Other,358.8917999999999
Hydroelectricity,Million Kw,Capacity,1998,Other,363.1837
Hydroelectricity,Million Kw,Capacity,1999,Other,369.10199999999986
Hydroelectricity,Million Kw,Capacity,2000,Other,374.1386700000001
Hydroelectricity,Million Kw,Capacity,2001,Other,380.30492
Hydroelectricity,Million Kw,Capacity,2002,Other,387.0651400000001
Hydroelectricity,Million Kw,Capacity,2003,Other,397.75801000000007
Hydroelectricity,Million Kw,Capacity,2004,Other,405.9292899999999
Hydroelectricity,Million Kw,Capacity,2005,Other,412.71968
Hydroelectricity,Million Kw,Capacity,2006,Other,422.87862999999993
Hydroelectricity,Million Kw,Capacity,2007,Other,431.0982
Hydroelectricity,Million Kw,Capacity,2008,Other,436.0849
Hydroelectricity,Million Kw,Capacity,2009,Other,444.72439999999995
Hydroelectricity,Million Kw,Capacity,2010,Other,454.47511
Hydroelectricity,Million Kw,Capacity,2011,Other,462.36676
Hydroelectricity,Million Kw,Capacity,2012,Other,472.20339000000007
Hydroelectricity,Million Kw,Capacity,2013,Other,481.3999999999999
Hydroelectricity,Million Kw,Capacity,2014,Other,491.85599999999994
Hydroelectricity,Million Kw,Capacity,2015,Other,507.34499999999997
Hydroelectricity,Million Kw,Capacity,2016,Other,522.8590000000002
Hydroelectricity,Million Kw,Capacity,2017,Other,0
Non-Hydroelectric Renewables,Billion Kwh,Generation,1980,Other,12.157199999999996
Non-Hydroelectric Renewables,Billion Kwh,Generation,1981,Other,13.545300000000005
Non-Hydroelectric Renewables,Billion Kwh,Generation,1982,Other,24.75869999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1983,Other,27.2894
Non-Hydroelectric Renewables,Billion Kwh,Generation,1984,Other,29.572100000000002
Non-Hydroelectric Renewables,Billion Kwh,Generation,1985,Other,29.7464
Non-Hydroelectric Renewables,Billion Kwh,Generation,1986,Other,33.082300000000004
Non-Hydroelectric Renewables,Billion Kwh,Generation,1987,Other,35.8808
Non-Hydroelectric Renewables,Billion Kwh,Generation,1988,Other,38.70629999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1989,Other,41.91744999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1990,Other,41.357099999999974
Non-Hydroelectric Renewables,Billion Kwh,Generation,1991,Other,44.434100000000015
Non-Hydroelectric Renewables,Billion Kwh,Generation,1992,Other,50.35660000000003
Non-Hydroelectric Renewables,Billion Kwh,Generation,1993,Other,50.41489999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1994,Other,53.853900000000024
Non-Hydroelectric Renewables,Billion Kwh,Generation,1995,Other,57.83800000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,1996,Other,61.8733
Non-Hydroelectric Renewables,Billion Kwh,Generation,1997,Other,65.13044
Non-Hydroelectric Renewables,Billion Kwh,Generation,1998,Other,67.72915
Non-Hydroelectric Renewables,Billion Kwh,Generation,1999,Other,76.22219999999997
Non-Hydroelectric Renewables,Billion Kwh,Generation,2000,Other,81.96798
Non-Hydroelectric Renewables,Billion Kwh,Generation,2001,Other,88.79377999999996
Non-Hydroelectric Renewables,Billion Kwh,Generation,2002,Other,94.02177999999992
Non-Hydroelectric Renewables,Billion Kwh,Generation,2003,Other,101.19214248300001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2004,Other,107.08094248299993
Non-Hydroelectric Renewables,Billion Kwh,Generation,2005,Other,145.32940248300002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2006,Other,155.49228248300003
Non-Hydroelectric Renewables,Billion Kwh,Generation,2007,Other,168.03081248300003
Non-Hydroelectric Renewables,Billion Kwh,Generation,2008,Other,175.28608999999994
Non-Hydroelectric Renewables,Billion Kwh,Generation,2009,Other,194.9118799999998
Non-Hydroelectric Renewables,Billion Kwh,Generation,2010,Other,225.99585000000013
Non-Hydroelectric Renewables,Billion Kwh,Generation,2011,Other,248.02804999999978
Non-Hydroelectric Renewables,Billion Kwh,Generation,2012,Other,277.4648000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2013,Other,324.1915000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2014,Other,386.15870000000007
Non-Hydroelectric Renewables,Billion Kwh,Generation,2015,Other,453.9712000000002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2016,Other,548.4999999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,2017,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1980,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1981,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1982,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1983,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1984,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1985,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1986,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1987,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1988,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1989,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1990,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1991,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1992,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1993,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1994,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1995,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1996,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1997,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1998,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1999,Other,0
Non-Hydroelectric Renewables,Million Kw,Capacity,2000,Other,17.451400000000007
Non-Hydroelectric Renewables,Million Kw,Capacity,2001,Other,19.508099999999992
Non-Hydroelectric Renewables,Million Kw,Capacity,2002,Other,20.426399999999987
Non-Hydroelectric Renewables,Million Kw,Capacity,2003,Other,22.89309999999999
Non-Hydroelectric Renewables,Million Kw,Capacity,2004,Other,26.007200000000015
Non-Hydroelectric Renewables,Million Kw,Capacity,2005,Other,31.654500000000006
Non-Hydroelectric Renewables,Million Kw,Capacity,2006,Other,36.14401
Non-Hydroelectric Renewables,Million Kw,Capacity,2007,Other,40.97392000000001
Non-Hydroelectric Renewables,Million Kw,Capacity,2008,Other,47.32205999999997
Non-Hydroelectric Renewables,Million Kw,Capacity,2009,Other,55.28077
Non-Hydroelectric Renewables,Million Kw,Capacity,2010,Other,66.40551999999995
Non-Hydroelectric Renewables,Million Kw,Capacity,2011,Other,78.45999999999998
Non-Hydroelectric Renewables,Million Kw,Capacity,2012,Other,92.366
Non-Hydroelectric Renewables,Million Kw,Capacity,2013,Other,113.90629999999993
Non-Hydroelectric Renewables,Million Kw,Capacity,2014,Other,145.65629999999993
Non-Hydroelectric Renewables,Million Kw,Capacity,2015,Other,177.00709999999987
Non-Hydroelectric Renewables,Million Kw,Capacity,2016,Other,211.99360000000001
Non-Hydroelectric Renewables,Million Kw,Capacity,2017,Other,0
Nuclear,Billion Kwh,Generation,1980,Other,203.70864436739998
Nuclear,Billion Kwh,Generation,1981,Other,203.51939216481992
Nuclear,Billion Kwh,Generation,1982,Other,249.85624486858995
Nuclear,Billion Kwh,Generation,1983,Other,294.88774334506013
Nuclear,Billion Kwh,Generation,1984,Other,368.01962158109995
Nuclear,Billion Kwh,Generation,1985,Other,438.9737136321002
Nuclear,Billion Kwh,Generation,1986,Other,449.5197988423998
Nuclear,Billion Kwh,Generation,1987,Other,525.0644305145997
Nuclear,Billion Kwh,Generation,1988,Other,543.9923517715
Nuclear,Billion Kwh,Generation,1989,Other,555.9197885504999
Nuclear,Billion Kwh,Generation,1990,Other,570.6824100096999
Nuclear,Billion Kwh,Generation,1991,Other,599.7929999999998
Nuclear,Billion Kwh,Generation,1992,Other,600.8499999999997
Nuclear,Billion Kwh,Generation,1993,Other,638.3641130000004
Nuclear,Billion Kwh,Generation,1994,Other,640.1472120000002
Nuclear,Billion Kwh,Generation,1995,Other,675.0441619999998
Nuclear,Billion Kwh,Generation,1996,Other,712.2025500000004
Nuclear,Billion Kwh,Generation,1997,Other,728.5118170000007
Nuclear,Billion Kwh,Generation,1998,Other,731.1209999999999
Nuclear,Billion Kwh,Generation,1999,Other,739.5109999999999
Nuclear,Billion Kwh,Generation,2000,Other,765.1555500000004
Nuclear,Billion Kwh,Generation,2001,Other,787.1849819999999
Nuclear,Billion Kwh,Generation,2002,Other,786.331
Nuclear,Billion Kwh,Generation,2003,Other,755.3649999999994
Nuclear,Billion Kwh,Generation,2004,Other,811.9200000000003
Nuclear,Billion Kwh,Generation,2005,Other,832.6786599999999
Nuclear,Billion Kwh,Generation,2006,Other,862.1472899999999
Nuclear,Billion Kwh,Generation,2007,Other,836.7132710000001
Nuclear,Billion Kwh,Generation,2008,Other,818.1244700000004
Nuclear,Billion Kwh,Generation,2009,Other,831.11217
Nuclear,Billion Kwh,Generation,2010,Other,855.1705699999997
Nuclear,Billion Kwh,Generation,2011,Other,757.7331699999996
Nuclear,Billion Kwh,Generation,2012,Other,620.0234500000001
Nuclear,Billion Kwh,Generation,2013,Other,608.9610699999997
Nuclear,Billion Kwh,Generation,2014,Other,628.3720000000001
Nuclear,Billion Kwh,Generation,2015,Other,644.844
Nuclear,Billion Kwh,Generation,2016,Other,646.5096499999999
Nuclear,Billion Kwh,Generation,2017,Other,0
Nuclear,Million Kw,Capacity,1980,Other,35.65400000000003
Nuclear,Million Kw,Capacity,1981,Other,41.77499999999999
Nuclear,Million Kw,Capacity,1982,Other,47.84199999999998
Nuclear,Million Kw,Capacity,1983,Other,54.361000000000004
Nuclear,Million Kw,Capacity,1984,Other,64.618
Nuclear,Million Kw,Capacity,1985,Other,74.71400000000001
Nuclear,Million Kw,Capacity,1986,Other,82.21799999999999
Nuclear,Million Kw,Capacity,1987,Other,88.34399999999997
Nuclear,Million Kw,Capacity,1988,Other,91.65699999999998
Nuclear,Million Kw,Capacity,1989,Other,96.52999999999999
Nuclear,Million Kw,Capacity,1990,Other,100.27300000000004
Nuclear,Million Kw,Capacity,1991,Other,63.583000000000055
Nuclear,Million Kw,Capacity,1992,Other,101.453
Nuclear,Million Kw,Capacity,1993,Other,105.92599999999995
Nuclear,Million Kw,Capacity,1994,Other,109.06600000000002
Nuclear,Million Kw,Capacity,1995,Other,110.38699999999999
Nuclear,Million Kw,Capacity,1996,Other,113.53099999999995
Nuclear,Million Kw,Capacity,1997,Other,111.75500000000002
Nuclear,Million Kw,Capacity,1998,Other,111.79500000000002
Nuclear,Million Kw,Capacity,1999,Other,112.62899999999999
Nuclear,Million Kw,Capacity,2000,Other,113.87999999999998
Nuclear,Million Kw,Capacity,2001,Other,116.60800000000006
Nuclear,Million Kw,Capacity,2002,Other,117.54899999999999
Nuclear,Million Kw,Capacity,2003,Other,119.68399999999997
Nuclear,Million Kw,Capacity,2004,Other,123.41900000000001
Nuclear,Million Kw,Capacity,2005,Other,127.696
Nuclear,Million Kw,Capacity,2006,Other,128.98100000000002
Nuclear,Million Kw,Capacity,2007,Other,128.964
Nuclear,Million Kw,Capacity,2008,Other,128.87
Nuclear,Million Kw,Capacity,2009,Other,127.63099999999996
Nuclear,Million Kw,Capacity,2010,Other,129.813
Nuclear,Million Kw,Capacity,2011,Other,129.693
Nuclear,Million Kw,Capacity,2012,Other,132.64700000000002
Nuclear,Million Kw,Capacity,2013,Other,131.68799999999993
Nuclear,Million Kw,Capacity,2014,Other,90.99899999999997
Nuclear,Million Kw,Capacity,2015,Other,94.12599999999999
Nuclear,Million Kw,Capacity,2016,Other,98.127
Nuclear,Million Kw,Capacity,2017,Other,0
Renewables,Billion Kwh,Generation,1980,Other,940.2192000000002
Renewables,Billion Kwh,Generation,1981,Other,967.4633
