category,unit,type,year,country,value
Fossil Fuels,Billion Kwh,Generation,1998,Europe,1552.1723539999998
Fossil Fuels,Billion Kwh,Generation,1999,Europe,1569.199772
Fossil Fuels,Billion Kwh,Generation,2000,Europe,1639.992672
Fossil Fuels,Billion Kwh,Generation,2001,Europe,1660.177634
Fossil Fuels,Billion Kwh,Generation,2002,Europe,1708.304596
Fossil Fuels,Billion Kwh,Generation,2003,Europe,1796.837389
Fossil Fuels,Billion Kwh,Generation,2004,Europe,1802.700064
Fossil Fuels,Billion Kwh,Generation,2005,Europe,1835.9102550000002
Fossil Fuels,Billion Kwh,Generation,2006,Europe,1876.960224
Fossil Fuels,Billion Kwh,Generation,2007,Europe,1934.831754
Fossil Fuels,Billion Kwh,Generation,2008,Europe,1911.9888210000001
Fossil Fuels,Billion Kwh,Generation,2009,Europe,1763.18835
Fossil Fuels,Billion Kwh,Generation,2010,Europe,1790.128803
Fossil Fuels,Billion Kwh,Generation,2011,Europe,1762.11086
Fossil Fuels,Billion Kwh,Generation,2012,Europe,1693.5283
Fossil Fuels,Billion Kwh,Generation,2013,Europe,1587.25748
Fossil Fuels,Billion Kwh,Generation,2014,Europe,1492.5226
Fossil Fuels,Billion Kwh,Generation,2015,Europe,1504.65568
Fossil Fuels,Billion Kwh,Generation,2016,Europe,1531.60828
Fossil Fuels,Billion Kwh,Generation,2017,Europe,0
Fossil Fuels,Million Kw,Capacity,1980,Europe,355.107
Fossil Fuels,Million Kw,Capacity,1981,Europe,355.677
Fossil Fuels,Million Kw,Capacity,1982,Europe,363.308
Fossil Fuels,Million Kw,Capacity,1983,Europe,363.378
Fossil Fuels,Million Kw,Capacity,1984,Europe,370.09299999999996
Fossil Fuels,Million Kw,Capacity,1985,Europe,374.907
Fossil Fuels,Million Kw,Capacity,1986,Europe,375.09099999999995
Fossil Fuels,Million Kw,Capacity,1987,Europe,383.13
Fossil Fuels,Million Kw,Capacity,1988,Europe,382.15500000000003
Fossil Fuels,Million Kw,Capacity,1989,Europe,386.90599999999995
Fossil Fuels,Million Kw,Capacity,1990,Europe,296.122
Fossil Fuels,Million Kw,Capacity,1991,Europe,369.597
Fossil Fuels,Million Kw,Capacity,1992,Europe,379.792
Fossil Fuels,Million Kw,Capacity,1993,Europe,384.888
Fossil Fuels,Million Kw,Capacity,1994,Europe,387.84700000000004
Fossil Fuels,Million Kw,Capacity,1995,Europe,391.564
Fossil Fuels,Million Kw,Capacity,1996,Europe,398.789
Fossil Fuels,Million Kw,Capacity,1997,Europe,404.41599999999994
Fossil Fuels,Million Kw,Capacity,1998,Europe,406.825
Fossil Fuels,Million Kw,Capacity,1999,Europe,414.606
Fossil Fuels,Million Kw,Capacity,2000,Europe,421.419
Fossil Fuels,Million Kw,Capacity,2001,Europe,422.90299999999996
Fossil Fuels,Million Kw,Capacity,2002,Europe,426.855
Fossil Fuels,Million Kw,Capacity,2003,Europe,439.532
Fossil Fuels,Million Kw,Capacity,2004,Europe,443.517
Fossil Fuels,Million Kw,Capacity,2005,Europe,447.22999999999996
Fossil Fuels,Million Kw,Capacity,2006,Europe,456.4309999999999
Fossil Fuels,Million Kw,Capacity,2007,Europe,465.275
Fossil Fuels,Million Kw,Capacity,2008,Europe,469.99699999999996
Fossil Fuels,Million Kw,Capacity,2009,Europe,475.699
Fossil Fuels,Million Kw,Capacity,2010,Europe,495.33
Fossil Fuels,Million Kw,Capacity,2011,Europe,497.137
Fossil Fuels,Million Kw,Capacity,2012,Europe,500.368
Fossil Fuels,Million Kw,Capacity,2013,Europe,490.601
Fossil Fuels,Million Kw,Capacity,2014,Europe,490.41599999999994
Fossil Fuels,Million Kw,Capacity,2015,Europe,478.16200000000003
Fossil Fuels,Million Kw,Capacity,2016,Europe,464.914
Fossil Fuels,Million Kw,Capacity,2017,Europe,0
Geothermal,Billion Kwh,Generation,1980,Europe,2.62
Geothermal,Billion Kwh,Generation,1981,Europe,2.694
Geothermal,Billion Kwh,Generation,1982,Europe,2.794
Geothermal,Billion Kwh,Generation,1983,Europe,2.77
Geothermal,Billion Kwh,Generation,1984,Europe,2.909
Geothermal,Billion Kwh,Generation,1985,Europe,2.738
Geothermal,Billion Kwh,Generation,1986,Europe,2.8909999999999996
Geothermal,Billion Kwh,Generation,1987,Europe,3.129
Geothermal,Billion Kwh,Generation,1988,Europe,3.24
Geothermal,Billion Kwh,Generation,1989,Europe,3.3049999999999997
Geothermal,Billion Kwh,Generation,1990,Europe,3.607
Geothermal,Billion Kwh,Generation,1991,Europe,3.5509999999999997
Geothermal,Billion Kwh,Generation,1992,Europe,3.7640000000000002
Geothermal,Billion Kwh,Generation,1993,Europe,4.005
Geothermal,Billion Kwh,Generation,1994,Europe,3.789
Geothermal,Billion Kwh,Generation,1995,Europe,3.8539999999999996
Geothermal,Billion Kwh,Generation,1996,Europe,4.2410000000000005
Geothermal,Billion Kwh,Generation,1997,Europe,4.414
Geothermal,Billion Kwh,Generation,1998,Europe,5.012
Geothermal,Billion Kwh,Generation,1999,Europe,5.7
Geothermal,Billion Kwh,Generation,2000,Europe,6.183999999999999
Geothermal,Billion Kwh,Generation,2001,Europe,6.153
Geothermal,Billion Kwh,Generation,2002,Europe,6.299
Geothermal,Billion Kwh,Generation,2003,Europe,6.929
Geothermal,Billion Kwh,Generation,2004,Europe,7.099200000000001
Geothermal,Billion Kwh,Generation,2005,Europe,7.1492000000000004
Geothermal,Billion Kwh,Generation,2006,Europe,8.3404
Geothermal,Billion Kwh,Generation,2007,Europe,9.5074
Geothermal,Billion Kwh,Generation,2008,Europe,9.937
Geothermal,Billion Kwh,Generation,2009,Europe,10.546
Geothermal,Billion Kwh,Generation,2010,Europe,10.06
Geothermal,Billion Kwh,Generation,2011,Europe,10.587
Geothermal,Billion Kwh,Generation,2012,Europe,11.259
Geothermal,Billion Kwh,Generation,2013,Europe,11.973400000000002
Geothermal,Billion Kwh,Generation,2014,Europe,13.0974
Geothermal,Billion Kwh,Generation,2015,Europe,14.0251
Geothermal,Billion Kwh,Generation,2016,Europe,15.2661
Geothermal,Billion Kwh,Generation,2017,Europe,0
Geothermal,Million Kw,Capacity,1980,Europe,0
Geothermal,Million Kw,Capacity,1981,Europe,0
Geothermal,Million Kw,Capacity,1982,Europe,0
Geothermal,Million Kw,Capacity,1983,Europe,0
Geothermal,Million Kw,Capacity,1984,Europe,0
Geothermal,Million Kw,Capacity,1985,Europe,0
Geothermal,Million Kw,Capacity,1986,Europe,0
Geothermal,Million Kw,Capacity,1987,Europe,0
Geothermal,Million Kw,Capacity,1988,Europe,0
Geothermal,Million Kw,Capacity,1989,Europe,0
Geothermal,Million Kw,Capacity,1990,Europe,0
Geothermal,Million Kw,Capacity,1991,Europe,0
Geothermal,Million Kw,Capacity,1992,Europe,0
Geothermal,Million Kw,Capacity,1993,Europe,0
Geothermal,Million Kw,Capacity,1994,Europe,0
Geothermal,Million Kw,Capacity,1995,Europe,0
Geothermal,Million Kw,Capacity,1996,Europe,0
Geothermal,Million Kw,Capacity,1997,Europe,0
Geothermal,Million Kw,Capacity,1998,Europe,0
Geothermal,Million Kw,Capacity,1999,Europe,0
Geothermal,Million Kw,Capacity,2000,Europe,0.7939999999999999
Geothermal,Million Kw,Capacity,2001,Europe,0.807
Geothermal,Million Kw,Capacity,2002,Europe,0.902
Geothermal,Million Kw,Capacity,2003,Europe,0.9400000000000001
Geothermal,Million Kw,Capacity,2004,Europe,0.8750000000000001
Geothermal,Million Kw,Capacity,2005,Europe,0.935
Geothermal,Million Kw,Capacity,2006,Europe,1.1440000000000001
Geothermal,Million Kw,Capacity,2007,Europe,1.2089999999999999
Geothermal,Million Kw,Capacity,2008,Europe,1.3065
Geothermal,Million Kw,Capacity,2009,Europe,1.3825
Geothermal,Million Kw,Capacity,2010,Europe,1.4324999999999999
Geothermal,Million Kw,Capacity,2011,Europe,1.5432
Geothermal,Million Kw,Capacity,2012,Europe,1.595
Geothermal,Million Kw,Capacity,2013,Europe,1.757
Geothermal,Million Kw,Capacity,2014,Europe,1.8900000000000001
Geothermal,Million Kw,Capacity,2015,Europe,2.1109999999999998
Geothermal,Million Kw,Capacity,2016,Europe,2.3099999999999996
Geothermal,Million Kw,Capacity,2017,Europe,0
Hydroelectric Pumped Storage,Billion Kwh,Generation,1980,Europe,-6.861
Hydroelectric Pumped Storage,Billion Kwh,Generation,1981,Europe,-7.38
Hydroelectric Pumped Storage,Billion Kwh,Generation,1982,Europe,-7.284
Hydroelectric Pumped Storage,Billion Kwh,Generation,1983,Europe,-8.467
Hydroelectric Pumped Storage,Billion Kwh,Generation,1984,Europe,-9.127999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,1985,Europe,-9.777999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1986,Europe,-9.605
Hydroelectric Pumped Storage,Billion Kwh,Generation,1987,Europe,-9.158
Hydroelectric Pumped Storage,Billion Kwh,Generation,1988,Europe,-9.556000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1989,Europe,-8.767999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1990,Europe,-9.655000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1991,Europe,-8.014
Hydroelectric Pumped Storage,Billion Kwh,Generation,1992,Europe,-7.931000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1993,Europe,-8.116999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1994,Europe,-7.972
Hydroelectric Pumped Storage,Billion Kwh,Generation,1995,Europe,-9.883000000000001
Hydroelectric Pumped Storage,Billion Kwh,Generation,1996,Europe,-9.933
Hydroelectric Pumped Storage,Billion Kwh,Generation,1997,Europe,-11.153
Hydroelectric Pumped Storage,Billion Kwh,Generation,1998,Europe,-10.796999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,1999,Europe,-11.947
Hydroelectric Pumped Storage,Billion Kwh,Generation,2000,Europe,-14.203999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2001,Europe,-12.411
Hydroelectric Pumped Storage,Billion Kwh,Generation,2002,Europe,-15.746999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,2003,Europe,-15.115
Hydroelectric Pumped Storage,Billion Kwh,Generation,2004,Europe,-14.558
Hydroelectric Pumped Storage,Billion Kwh,Generation,2005,Europe,-14.647999999999998
Hydroelectric Pumped Storage,Billion Kwh,Generation,2006,Europe,-13.853000000000002
Hydroelectric Pumped Storage,Billion Kwh,Generation,2007,Europe,-13.270999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2008,Europe,-12.782
Hydroelectric Pumped Storage,Billion Kwh,Generation,2009,Europe,-12.290999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2010,Europe,-12.515
Hydroelectric Pumped Storage,Billion Kwh,Generation,2011,Europe,-11.629999999999999
Hydroelectric Pumped Storage,Billion Kwh,Generation,2012,Europe,-12.612
Hydroelectric Pumped Storage,Billion Kwh,Generation,2013,Europe,-12.942
Hydroelectric Pumped Storage,Billion Kwh,Generation,2014,Europe,-12.834
Hydroelectric Pumped Storage,Billion Kwh,Generation,2015,Europe,-12.715
Hydroelectric Pumped Storage,Billion Kwh,Generation,2016,Europe,-12.457
Hydroelectric Pumped Storage,Billion Kwh,Generation,2017,Europe,0
Hydroelectric Pumped Storage,Million Kw,Capacity,1980,Europe,6.487
Hydroelectric Pumped Storage,Million Kw,Capacity,1981,Europe,9.091
Hydroelectric Pumped Storage,Million Kw,Capacity,1982,Europe,11.48
Hydroelectric Pumped Storage,Million Kw,Capacity,1983,Europe,11.94
Hydroelectric Pumped Storage,Million Kw,Capacity,1984,Europe,17.131000000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,1985,Europe,18.693
Hydroelectric Pumped Storage,Million Kw,Capacity,1986,Europe,20.029
Hydroelectric Pumped Storage,Million Kw,Capacity,1987,Europe,21.605
Hydroelectric Pumped Storage,Million Kw,Capacity,1988,Europe,21.79
Hydroelectric Pumped Storage,Million Kw,Capacity,1989,Europe,25.528
Hydroelectric Pumped Storage,Million Kw,Capacity,1990,Europe,31.01
Hydroelectric Pumped Storage,Million Kw,Capacity,1991,Europe,35.203
Hydroelectric Pumped Storage,Million Kw,Capacity,1992,Europe,36.963
Hydroelectric Pumped Storage,Million Kw,Capacity,1993,Europe,39.659
Hydroelectric Pumped Storage,Million Kw,Capacity,1994,Europe,38.505
Hydroelectric Pumped Storage,Million Kw,Capacity,1995,Europe,38.194
Hydroelectric Pumped Storage,Million Kw,Capacity,1996,Europe,39.112
Hydroelectric Pumped Storage,Million Kw,Capacity,1997,Europe,38.693000000000005
Hydroelectric Pumped Storage,Million Kw,Capacity,1998,Europe,40.41
Hydroelectric Pumped Storage,Million Kw,Capacity,1999,Europe,40.106
Hydroelectric Pumped Storage,Million Kw,Capacity,2000,Europe,43.512
Hydroelectric Pumped Storage,Million Kw,Capacity,2001,Europe,43.676
Hydroelectric Pumped Storage,Million Kw,Capacity,2002,Europe,41.793000000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2003,Europe,44.489
Hydroelectric Pumped Storage,Million Kw,Capacity,2004,Europe,45.658
Hydroelectric Pumped Storage,Million Kw,Capacity,2005,Europe,46.778000000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2006,Europe,47.153999999999996
Hydroelectric Pumped Storage,Million Kw,Capacity,2007,Europe,47.207
Hydroelectric Pumped Storage,Million Kw,Capacity,2008,Europe,47.689
Hydroelectric Pumped Storage,Million Kw,Capacity,2009,Europe,48.199000000000005
Hydroelectric Pumped Storage,Million Kw,Capacity,2010,Europe,48.885
Hydroelectric Pumped Storage,Million Kw,Capacity,2011,Europe,49.048
Hydroelectric Pumped Storage,Million Kw,Capacity,2012,Europe,49.226000000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2013,Europe,49.399
Hydroelectric Pumped Storage,Million Kw,Capacity,2014,Europe,49.733000000000004
Hydroelectric Pumped Storage,Million Kw,Capacity,2015,Europe,51.022000000000006
Hydroelectric Pumped Storage,Million Kw,Capacity,2016,Europe,52.306
Hydroelectric Pumped Storage,Million Kw,Capacity,2017,Europe,0
Hydroelectricity,Billion Kwh,Generation,1980,Europe,458.018
Hydroelectricity,Billion Kwh,Generation,1981,Europe,464.15500000000003
Hydroelectricity,Billion Kwh,Generation,1982,Europe,459.881
Hydroelectricity,Billion Kwh,Generation,1983,Europe,473.685
Hydroelectricity,Billion Kwh,Generation,1984,Europe,481.241
Hydroelectricity,Billion Kwh,Generation,1985,Europe,476.739
Hydroelectricity,Billion Kwh,Generation,1986,Europe,459.53499999999997
Hydroelectricity,Billion Kwh,Generation,1987,Europe,491.085
Hydroelectricity,Billion Kwh,Generation,1988,Europe,534.5169999999999
Hydroelectricity,Billion Kwh,Generation,1989,Europe,465.365
Hydroelectricity,Billion Kwh,Generation,1990,Europe,474.46599999999995
Hydroelectricity,Billion Kwh,Generation,1991,Europe,475.46999999999997
Hydroelectricity,Billion Kwh,Generation,1992,Europe,506.234
Hydroelectricity,Billion Kwh,Generation,1993,Europe,523.212
Hydroelectricity,Billion Kwh,Generation,1994,Europe,528.0930000000001
Hydroelectricity,Billion Kwh,Generation,1995,Europe,540.4639999999999
Hydroelectricity,Billion Kwh,Generation,1996,Europe,526.9481639999999
Hydroelectricity,Billion Kwh,Generation,1997,Europe,540.6296159999999
Hydroelectricity,Billion Kwh,Generation,1998,Europe,559.034501
Hydroelectricity,Billion Kwh,Generation,1999,Europe,566.1664529999999
Hydroelectricity,Billion Kwh,Generation,2000,Europe,588.074662
Hydroelectricity,Billion Kwh,Generation,2001,Europe,584.2371949999999
Hydroelectricity,Billion Kwh,Generation,2002,Europe,538.7485350000001
Hydroelectricity,Billion Kwh,Generation,2003,Europe,503.61803
Hydroelectricity,Billion Kwh,Generation,2004,Europe,541.019443
Hydroelectricity,Billion Kwh,Generation,2005,Europe,541.414986
Hydroelectricity,Billion Kwh,Generation,2006,Europe,534.257934
Hydroelectricity,Billion Kwh,Generation,2007,Europe,537.7904070000001
Hydroelectricity,Billion Kwh,Generation,2008,Europe,564.053921
Hydroelectricity,Billion Kwh,Generation,2009,Europe,560.370482
Hydroelectricity,Billion Kwh,Generation,2010,Europe,616.14976
Hydroelectricity,Billion Kwh,Generation,2011,Europe,538.668
Hydroelectricity,Billion Kwh,Generation,2012,Europe,595.796
Hydroelectricity,Billion Kwh,Generation,2013,Europe,627.375
Hydroelectricity,Billion Kwh,Generation,2014,Europe,616.277
Hydroelectricity,Billion Kwh,Generation,2015,Europe,612.08
Hydroelectricity,Billion Kwh,Generation,2016,Europe,626.2669999999999
Hydroelectricity,Billion Kwh,Generation,2017,Europe,0
Hydroelectricity,Million Kw,Capacity,1980,Europe,136.14299999999997
Hydroelectricity,Million Kw,Capacity,1981,Europe,137.425
Hydroelectricity,Million Kw,Capacity,1982,Europe,141.73399999999998
Hydroelectricity,Million Kw,Capacity,1983,Europe,143.76299999999998
Hydroelectricity,Million Kw,Capacity,1984,Europe,142.894
Hydroelectricity,Million Kw,Capacity,1985,Europe,144.738
Hydroelectricity,Million Kw,Capacity,1986,Europe,147.631
Hydroelectricity,Million Kw,Capacity,1987,Europe,150.42800000000003
Hydroelectricity,Million Kw,Capacity,1988,Europe,153.42800000000003
Hydroelectricity,Million Kw,Capacity,1989,Europe,153.345
Hydroelectricity,Million Kw,Capacity,1990,Europe,138.75
Hydroelectricity,Million Kw,Capacity,1991,Europe,135.32000000000002
Hydroelectricity,Million Kw,Capacity,1992,Europe,144.034
Hydroelectricity,Million Kw,Capacity,1993,Europe,144.96800000000002
Hydroelectricity,Million Kw,Capacity,1994,Europe,146.412
Hydroelectricity,Million Kw,Capacity,1995,Europe,148.164
Hydroelectricity,Million Kw,Capacity,1996,Europe,148.84
Hydroelectricity,Million Kw,Capacity,1997,Europe,150.345
Hydroelectricity,Million Kw,Capacity,1998,Europe,150.641
Hydroelectricity,Million Kw,Capacity,1999,Europe,153.1502
Hydroelectricity,Million Kw,Capacity,2000,Europe,153.82700000000003
Hydroelectricity,Million Kw,Capacity,2001,Europe,154.202
Hydroelectricity,Million Kw,Capacity,2002,Europe,158.627
Hydroelectricity,Million Kw,Capacity,2003,Europe,159.232
Hydroelectricity,Million Kw,Capacity,2004,Europe,156.8734
Hydroelectricity,Million Kw,Capacity,2005,Europe,157.866
Hydroelectricity,Million Kw,Capacity,2006,Europe,158.708
Hydroelectricity,Million Kw,Capacity,2007,Europe,160.732
Hydroelectricity,Million Kw,Capacity,2008,Europe,161.96
Hydroelectricity,Million Kw,Capacity,2009,Europe,163.547
Hydroelectricity,Million Kw,Capacity,2010,Europe,165.685
Hydroelectricity,Million Kw,Capacity,2011,Europe,168.077
Hydroelectricity,Million Kw,Capacity,2012,Europe,171.389
Hydroelectricity,Million Kw,Capacity,2013,Europe,175.86200000000002
Hydroelectricity,Million Kw,Capacity,2014,Europe,177.178
Hydroelectricity,Million Kw,Capacity,2015,Europe,181.036
Hydroelectricity,Million Kw,Capacity,2016,Europe,183.824
Hydroelectricity,Million Kw,Capacity,2017,Europe,0
Non-Hydroelectric Renewables,Billion Kwh,Generation,1980,Europe,13.858
Non-Hydroelectric Renewables,Billion Kwh,Generation,1981,Europe,13.530999999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1982,Europe,13.558
Non-Hydroelectric Renewables,Billion Kwh,Generation,1983,Europe,12.881
Non-Hydroelectric Renewables,Billion Kwh,Generation,1984,Europe,13.9
Non-Hydroelectric Renewables,Billion Kwh,Generation,1985,Europe,14.226999999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,1986,Europe,15.38
Non-Hydroelectric Renewables,Billion Kwh,Generation,1987,Europe,17.572
Non-Hydroelectric Renewables,Billion Kwh,Generation,1988,Europe,17.914
Non-Hydroelectric Renewables,Billion Kwh,Generation,1989,Europe,18.7728
Non-Hydroelectric Renewables,Billion Kwh,Generation,1990,Europe,25.18
Non-Hydroelectric Renewables,Billion Kwh,Generation,1991,Europe,27.404
Non-Hydroelectric Renewables,Billion Kwh,Generation,1992,Europe,29.72585
Non-Hydroelectric Renewables,Billion Kwh,Generation,1993,Europe,32.824273
Non-Hydroelectric Renewables,Billion Kwh,Generation,1994,Europe,36.501455
Non-Hydroelectric Renewables,Billion Kwh,Generation,1995,Europe,40.389419999999994
Non-Hydroelectric Renewables,Billion Kwh,Generation,1996,Europe,42.69258000000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,1997,Europe,50.96155
Non-Hydroelectric Renewables,Billion Kwh,Generation,1998,Europe,60.551545999999995
Non-Hydroelectric Renewables,Billion Kwh,Generation,1999,Europe,64.81156200000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2000,Europe,78.08552300000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2001,Europe,89.75445400000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2002,Europe,104.98450300000002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2003,Europe,120.29199300000002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2004,Europe,146.162709
Non-Hydroelectric Renewables,Billion Kwh,Generation,2005,Europe,167.58853200000001
Non-Hydroelectric Renewables,Billion Kwh,Generation,2006,Europe,192.36437800000002
Non-Hydroelectric Renewables,Billion Kwh,Generation,2007,Europe,228.101159
Non-Hydroelectric Renewables,Billion Kwh,Generation,2008,Europe,257.668969
Non-Hydroelectric Renewables,Billion Kwh,Generation,2009,Europe,289.612205
Non-Hydroelectric Renewables,Billion Kwh,Generation,2010,Europe,331.8665
Non-Hydroelectric Renewables,Billion Kwh,Generation,2011,Europe,399.17280000000005
Non-Hydroelectric Renewables,Billion Kwh,Generation,2012,Europe,465.90389999999996
Non-Hydroelectric Renewables,Billion Kwh,Generation,2013,Europe,524.0054
Non-Hydroelectric Renewables,Billion Kwh,Generation,2014,Europe,565.9864
Non-Hydroelectric Renewables,Billion Kwh,Generation,2015,Europe,640.8805
Non-Hydroelectric Renewables,Billion Kwh,Generation,2016,Europe,655.8824999999999
Non-Hydroelectric Renewables,Billion Kwh,Generation,2017,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1980,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1981,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1982,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1983,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1984,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1985,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1986,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1987,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1988,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1989,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1990,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1991,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1992,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1993,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1994,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1995,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1996,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1997,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1998,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,1999,Europe,0
Non-Hydroelectric Renewables,Million Kw,Capacity,2000,Europe,24.5911
Non-Hydroelectric Renewables,Million Kw,Capacity,2001,Europe,30.896900000000002
Non-Hydroelectric Renewables,Million Kw,Capacity,2002,Europe,37.881299999999996
Non-Hydroelectric Renewables,Million Kw,Capacity,2003,Europe,44.63570000000001
Non-Hydroelectric Renewables,Million Kw,Capacity,2004,Europe,52.9822
Non-Hydroelectric Renewables,Million Kw,Capacity,2005,Europe,64.4958
Non-Hydroelectric Renewables,Million Kw,Capacity,2006,Europe,75.3498
Non-Hydroelectric Renewables,Million Kw,Capacity,2007,Europe,85.5598
Non-Hydroelectric Renewables,Million Kw,Capacity,2008,Europe,102.4813
Non-Hydroelectric Renewables,Million Kw,Capacity,2009,Europe,123.4458
Non-Hydroelectric Renewables,Million Kw,Capacity,2010,Europe,149.2834
Non-Hydroelectric Renewables,Million Kw,Capacity,2011,Europe,186.0233
Non-Hydroelectric Renewables,Million Kw,Capacity,2012,Europe,220.4779
Non-Hydroelectric Renewables,Million Kw,Capacity,2013,Europe,242.5267
Non-Hydroelectric Renewables,Million Kw,Capacity,2014,Europe,263.3693
Non-Hydroelectric Renewables,Million Kw,Capacity,2015,Europe,287.65680000000003
Non-Hydroelectric Renewables,Million Kw,Capacity,2016,Europe,310.48369999999994
Non-Hydroelectric Renewables,Million Kw,Capacity,2017,Europe,0
Nuclear,Billion Kwh,Generation,1980,Europe,229.556
Nuclear,Billion Kwh,Generation,1981,Europe,302.449
Nuclear,Billion Kwh,Generation,1982,Europe,333.79299999999995
Nuclear,Billion Kwh,Generation,1983,Europe,393.16
Nuclear,Billion Kwh,Generation,1984,Europe,501.2
Nuclear,Billion Kwh,Generation,1985,Europe,602.872
Nuclear,Billion Kwh,Generation,1986,Europe,654.106
Nuclear,Billion Kwh,Generation,1987,Europe,673.643
Nuclear,Billion Kwh,Generation,1988,Europe,723.881
Nuclear,Billion Kwh,Generation,1989,Europe,758.114
Nuclear,Billion Kwh,Generation,1990,Europe,761.263
Nuclear,Billion Kwh,Generation,1991,Europe,783.782
Nuclear,Billion Kwh,Generation,1992,Europe,795.4768
Nuclear,Billion Kwh,Generation,1993,Europe,830.5019589999999
Nuclear,Billion Kwh,Generation,1994,Europe,831.0730000000001
Nuclear,Billion Kwh,Generation,1995,Europe,849.218233
Nuclear,Billion Kwh,Generation,1996,Europe,890.9812
Nuclear,Billion Kwh,Generation,1997,Europe,902.8012149999998
Nuclear,Billion Kwh,Generation,1998,Europe,897.726
Nuclear,Billion Kwh,Generation,1999,Europe,911.2780000000001
Nuclear,Billion Kwh,Generation,2000,Europe,914.938
Nuclear,Billion Kwh,Generation,2001,Europe,944.2780000000001
Nuclear,Billion Kwh,Generation,2002,Europe,954.0619999999999
Nuclear,Billion Kwh,Generation,2003,Europe,956.989
Nuclear,Billion Kwh,Generation,2004,Europe,970.49507
Nuclear,Billion Kwh,Generation,2005,Europe,959.97994
Nuclear,Billion Kwh,Generation,2006,Europe,958.58299
Nuclear,Billion Kwh,Generation,2007,Europe,905.6088572000001
Nuclear,Billion Kwh,Generation,2008,Europe,907.68065
Nuclear,Billion Kwh,Generation,2009,Europe,864.3395049999999
Nuclear,Billion Kwh,Generation,2010,Europe,896.6088300000001
Nuclear,Billion Kwh,Generation,2011,Europe,887.2384400000001
Nuclear,Billion Kwh,Generation,2012,Europe,862.8
Nuclear,Billion Kwh,Generation,2013,Europe,855.4775999999999
Nuclear,Billion Kwh,Generation,2014,Europe,859.5790000000001
Nuclear,Billion Kwh,Generation,2015,Europe,837.2740000000001
Nuclear,Billion Kwh,Generation,2016,Europe,818.7329
Nuclear,Billion Kwh,Generation,2017,Europe,0
Nuclear,Million Kw,Capacity,1980,Europe,47.486
Nuclear,Million Kw,Capacity,1981,Europe,58.498000000000005
Nuclear,Million Kw,Capacity,1982,Europe,62.339
Nuclear,Million Kw,Capacity,1983,Europe,72.43700000000001
Nuclear,Million Kw,Capacity,1984,Europe,86.92
Nuclear,Million Kw,Capacity,1985,Europe,98.87899999999999
Nuclear,Million Kw,Capacity,1986,Europe,110.418
Nuclear,Million Kw,Capacity,1987,Europe,117.41000000000001
Nuclear,Million Kw,Capacity,1988,Europe,125.266
Nuclear,Million Kw,Capacity,1989,Europe,125.456
