Bar0,16.5
Bar1,34.6
Bar2,47.1
Bar3,43.6
Bar4,35.1
Bar5,46.6
Bar6,62.3
Bar7,52.9
Bar8,44.6
Bar9,52.2
Bar10,58.4
Bar11,56.4
Bar12,57.6
Bar13,64.2
